,sentence1,sentence2,similarity_score,sent1_len,sent2_len,aug1
4835,"Irán, el organismo atómico en las primeras conversaciones desde la elección de Rowhani",El OIEA e Irán celebrarán las primeras conversaciones nucleares desde la elección de Rohani,0.9600000381469727,13,14,Irán y el organismo atómico se reúnen por primera vez tras la elección de Rowhani.
4836,El nuevo Primer Ministro de China rechaza las afirmaciones de piratería de los Estados Unidos,"El primer ministro chino Li rechaza las acusaciones de piratería informática ""infundadas"" de EE.UU.",1.0,15,15,El recién nombrado Primer Ministro chino niega las acusaciones de piratería provenientes de los EE.UU.
4837,Dzhokhar Tsarnaev se declara no culpable de los cargos por el atentado de Boston,Dzhokhar Tsarnaev cargó en el bombardeo de la Maratón de Boston,0.5199999809265137,14,11,Dzhokhar Tsarnaev se declara inocente de los cargos relacionados con el atentado en Boston.
4838,Fotos del día: 7 de agosto de 2013,Imagen del día,0.5599999904632569,8,3,Imágenes del día: 7 de agosto de 2013
4839,El hijo de un general chino es condenado a 10 años de cárcel por violación.,Hijo de cantantes del ejército chino recibe 10 años de cárcel por violación en grupo,0.6800000190734863,15,15,El hijo de un alto militar chino es sentenciado a 10 años de prisión por violación.
4840,La policía de P.G. busca a un conductor en un accidente que mató a un niño,La policía busca a los pistoleros en el tiroteo del desfile del Día de la Madre en Nueva Orleans,0.0,17,19,Las autoridades de P.G. están en búsqueda de un conductor involucrado en un accidente fatal que cobró la vida de un menor.
4841,Egipto celebrará elecciones presidenciales antes de los comicios parlamentarios,El presidente interino de Egipto jura el nuevo gabinete,0.27999999523162844,9,9,Egipto llevará a cabo elecciones presidenciales previo a los comicios legislativos.
4842,El Pentágono ajusta los planes para ataques más intensos a Siria,El Papa agradece públicamente por unirse a su vigilia en Siria,0.2,11,11,El Departamento de Defensa de EE.UU. está ajustando sus estrategias para realizar ataques más contundentes en Siria.
4843,Timor Oriental prohíbe los clubes de artes marciales en medio de los asesinatos,Timor Oriental prohibe las escuelas de artes marciales en medio de los asesinatos,1.0,13,13,Timor Oriental prohíbe los clubes de artes marciales debido a una ola de homicidios.
4844,Los legisladores afganos aprueban una nueva ley electoral,El presidente afgano aprueba la nueva ley electoral,0.5199999809265137,8,8,Los legisladores de Afganistán han respaldado una nueva ley electoral.
4845,"En Pakistán, el ejército se mantiene firme en la lucha contra los otros talibanes",El ejército pakistaní se mantiene firme en su lucha contra los otros talibanes.,0.9600000381469727,14,13,"En Pakistán, las fuerzas armadas mantienen su postura firme en la lucha contra los talibanes disidentes."
4846,El ejército egipcio presiona para atacar a los secuestradores,Morsi de Egipto descarta las conversaciones al aparecer el video de los rehenes,0.27999999523162844,9,13,El ejército egipcio está ejerciendo presión para atacar a los secuestradores.
4847,Los sudafricanos lloran el entierro de Mandela,Sudáfrica celebra el funeral de estado de Mandela,0.5599999904632569,7,8,Los sudafricanos se conmueven durante el entierro de Mandela.
4848,"Los testigos escuchan ""fuertes estruendos"" en la maratón de Boston",Informe de dos explosiones en la línea de meta de la Maratón de Boston,0.6,10,14,"Los espectadores informan de ""fuertes ruidos"" durante la maratón de Boston."
4849,Crucigrama críptico - Sábado 27 de abril,Crucigrama del concurso - Sábado 27 de abril,0.5599999904632569,6,7,Crucigrama enigmático - Sábado 27 de abril.
4850,El capitán del Costa Concordia será juzgado por homicidio involuntario,Los sobrevivientes de Costa Concordia detallan la experiencia de un año después,0.24000000953674316,10,12,El comandante del Costa Concordia enfrentará un juicio por homicidio imprudente.
4851,El ministro israelí lanza una advertencia de boicot a Kerry,El ministro israelí lanza una advertencia de boicot a Kerry,0.9199999809265137,10,10,El ministro de Israel emite una amenaza de boicot dirigida a Kerry.
4852,La tía de Angelina Jolie muere de cáncer de mama,Angelina Jolie y la compleja verdad sobre el cáncer de mama,0.5599999904632569,10,11,La tía de Angelina Jolie fallece a causa de un cáncer de mama.
4853,Suu Kyi de Myanmar insta a la unidad del partido en medio de las disputas,Suu Kyi insta a la unidad del partido en medio de las disputas.,1.0,15,13,"Suu Kyi, de Myanmar, exhorta a la unidad partidaria en medio de controversias."
4854,10 cosas que hay que saber para el miércoles,10 cosas que hay que saber para hoy,0.6,9,8,10 hechos que debes conocer para el miércoles.
4855,La Casa Blanca y los contratistas de defensa discuten el daño de los recortes de gastos automáticos,La Casa Blanca y las empresas de defensa discuten recortes de gastos automáticos,0.8800000190734864,17,13,La Casa Blanca y los contratistas de defensa debaten sobre el impacto de los recortes automáticos de gastos.
4856,El venezolano Hugo Chávez muere de cáncer,El presidente venezolano Hugo Chávez muere de cáncer a los 58 años,0.7599999904632568,7,12,El venezolano Hugo Chávez pierde la vida a causa del cáncer.
4857,El ex presidente de Zambia fue arrestado,El ex presidente de Zambia Rupiah Banda fue arrestado,0.8,7,9,El exmandatario de Zambia es detenido.
4858,El Senado de EE.UU. confirma a Yellen como el próximo presidente de la Reserva Federal,El Senado de EE.UU. confirma a Janet Yellen como nueva jefa del Banco Central,0.8399999618530274,16,15,El Senado de Estados Unidos confirma a Yellen como la próxima presidenta de la Reserva Federal.
4859,26 prisioneros palestinos liberados de una prisión israelí,"Prisionero palestino muere de cáncer, disturbios en las cárceles de Israel",0.2,8,11,26 reclusos palestinos son liberados de una cárcel israelí.
4860,Las acciones de Asia se recuperan tras una serie de datos positivos,Los mercados asiáticos se benefician de los sólidos datos sobre el empleo en los Estados Unidos,0.8,12,16,Las acciones asiáticas experimentan una recuperación tras una serie de datos alentadores.
4861,17 muertos y 133 heridos en ataques con bombas en el norte del Iraq,"15 muertos, 90 heridos en nuevos ataques en el Iraq",0.5599999904632569,14,10,17 personas fallecen y 133 resultan heridas en atentados con bombas en el norte de Irak.
4862,Muere un oficial herido en las protestas contra la violación en la India,Muere un policía indio herido en una protesta de violación en grupo,0.8399999618530274,13,12,Fallece un agente herido durante las protestas contra la agresión sexual en India.
4863,Las observaciones de rescate de Chipre alertan a los mercados,Por qué el rescate de Chipre no es más que una tontería del euro.,0.5199999809265137,10,14,Las observaciones de rescate de Chipre generan preocupación en los mercados.
4864,La facción nombra a Bianca Ojukwu como líder nacional de la APGA,Bianca Ojukwu se convierte en líder nacional de la APGA,0.8399999618530274,12,10,La facción designa a Bianca Ojukwu como líder nacional de la APGA.
4865,"EE.UU. no puede ""determinar de forma concluyente"" el uso de armas químicas en Siria",EE.UU. no ve ninguna prueba concluyente del uso de armas químicas por parte de Siria,0.9600000381469727,15,16,"Estados Unidos no puede ""establecer de manera concluyente"" el uso de armas químicas en Siria."
4866,Doce muertos mientras los pistoleros asaltaban la aldea,Cinco muertos en explosiones en la India,0.04000000059604645,8,7,Doce personas pierden la vida mientras los pistoleros asaltaban el pueblo.
4867,Egipto cierra el periódico de la Hermandad Musulmana,Egipto: El subdirector de la Hermandad Musulmana fue arrestado,0.27999999523162844,8,9,Egipto clausura el periódico de la Hermandad Musulmana.
4868,Un fuerte terremoto en el oeste de China mata a 47 personas,Un fuerte terremoto en el oeste de China mata al menos a 75 personas,0.6,12,14,Un potente terremoto en el oeste de China cobra la vida de 47 personas.
4869,Snowden agradece a Rusia por el asilo,Snowden agradece a Rusia por concederle asilo,1.0,7,7,Snowden agradece a Rusia por el asilo concedido.
4870,El Senado confirma a Yellen como jefe de la Reserva Federal,El Senado de EE.UU. confirma a Yellen como el próximo presidente de la Reserva Federal,0.8399999618530274,11,16,El Senado aprueba a Yellen como líder de la Reserva Federal
4871,Las fuerzas francesas toman la ciudad clave de Malí,Las fuerzas francesas toman la ciudad clave,0.7599999904632568,9,7,Las tropas francesas se apoderan de la ciudad estratégica en Malí
4872,El sospechoso del atentado de Boston enterrado en Virginia,El sospechoso de la bomba de Boston enterrado en el cementerio de Virginia,1.0,9,13,El acusado del ataque en Boston es sepultado en Virginia
4873,"El tornado ""grande y extremadamente peligroso"" se dirige hacia la ciudad de Oklahoma",Una madre y su bebé entre cinco muertos mientras los tornados rastrillan el área de la ciudad de Oklahoma,0.3200000047683716,13,19,"El tornado ""enorme y altamente perjudicial"" se encamina hacia la ciudad de Oklahoma"
4874,El drama de los rehenes se prolonga después del tiroteo del autobús escolar de Alabama,"Nevada: 2 muertos, 2 heridos en un tiroteo en la escuela secundaria",0.1600000023841858,15,12,El incidente de los rehenes se alarga tras el tiroteo en el autobús escolar de Alabama
4875,El presidente palestino asigna a un académico para formar el gobierno de Cisjordania,El presidente palestino quiere que los israelíes hablen de paz,0.3599999904632568,13,10,El presidente palestino designa a un académico para constituir el gobierno en Cisjordania
4876,Malala de Pakistán deja el hospital para esperar la cirugía,Malala deja el hospital británico,0.7199999809265136,10,5,Malala de Pakistán abandona el hospital para aguardar la operación
4877,dos encontrados muertos en la piscina del hotel Essex,Un hombre y una mujer fueron encontrados muertos en la piscina del hotel Essex,0.8,9,14,Dos personas halladas fallecidas en la piscina del hotel Essex
4878,Pakistán condena el ataque con drones de EE.UU. en el área de Shawal,Pakistán condena el ataque con drones de EE.UU. en Miranshah,0.6400000095367432,14,11,Pakistán reprueba el ataque con drones de EE.UU. en la zona de Shawal
4879,Los residentes regresan al lugar de la explosión de Texas,Los residentes regresan a Fallujah,0.0,10,5,Los habitantes vuelven al sitio de la detonación en Texas
4880,Sudáfrica reza por Nelson Mandela,Sudáfrica se une en la oración y el canto por Nelson Mandela,0.8399999618530274,5,12,Sudáfrica suplica por Nelson Mandela
4881,El iraní Ahmadinejad podría ser acusado por su aparición en las elecciones con un ayudante,Ahmadinejad podría enfrentar cargos por su apariencia electoral,0.8399999618530274,15,8,El líder iraní Ahmadinejad podría enfrentar cargos por presentarse en las elecciones con un asistente
4882,Miliband se compromete a reforzar el salario mínimo,Portugal-China reforzarán los lazos de investigación científica,0.0,8,8,Miliband se dedica a fortalecer el salario mínimo
4883,"Las existencias de Singapur cierran 0,44 pct menos","Las existencias de Singapur cierran 0,5 puntos porcentuales más",0.5199999809265137,9,10,"Las acciones de Singapur cierran con una caída del 0,44%"
4884,El francotirador espera el resultado de la apelación,Nuevas glorias para China en su esfuerzo por renovarse,0.0,8,9,El francotirador aguarda el veredicto de la apelación
4885,Las acciones de Apple golpearon duramente la decepción del iPhone,Las acciones de Apple caen en picado un 11% tras la decepción de las ganancias,0.6400000095367432,10,15,Las acciones de Apple sufren un fuerte golpe por la decepción del iPhone
4886,La UE renueva las sanciones contra Zimbabwe,La UE levanta las sanciones sobre los diamantes contra Zimbabwe,0.6,7,10,La Unión Europea vuelve a imponer sanciones a Zimbabue
4887,territorio palestino ocupado: Los palestinos rechazan el proyecto de conversaciones de paz de EE.UU.,territorio palestino ocupado: Los palestinos se enfrentan a una ruta hacia ninguna parte,0.27999999523162844,15,13,Territorio palestino ocupado: Los palestinos desestiman la propuesta de conversaciones de paz de Estados Unidos
4888,"Propietarios, otros acusados en el incendio de una fábrica en Bangladesh",50 supervivientes encontrados en una fábrica de Bangladesh,0.3599999904632568,11,8,Propietarios y otros acusados en el incendio de una fábrica en Bangladesh
