,sentence1,sentence2,similarity_score,aug1,aug2
5560,Rocas y gas lacrimógeno vuelan mientras las protestas tailandesas se calientan,Las rocas y el gas lacrimógeno vuelan mientras las protestas tailandesas se calientan,1.0,Piedras y gas pimienta surcan el aire mientras las manifestaciones tailandesas se intensifican,Las piedras y el gas lacrimógeno se lanzan durante las protestas tailandesas que se intensifican.
5561,El sospechoso del atentado de Boston enterrado en Virginia,El sospechoso de la bomba de Boston enterrado en el cementerio de Virginia,1.0,El acusado del ataque en Boston es sepultado en Virginia,El sospechoso del atentado con bomba de Boston está enterrado en un cementerio de Virginia.
5562,Seis muertos en la explosión de un restaurante filipino,6 muertos en la explosión de un restaurante en Filipinas,1.0,Seis fallecidos tras la detonación en un establecimiento gastronómico filipino,La explosión de un restaurante en Filipinas deja un saldo de 6 fallecidos.
5563,El periódico del ejército chino se encuentra en el programa PRISM de EE.UU.,El periódico del ejército chino cierra de golpe el programa PRISM de EE.UU.,1.0,El diario militar chino figura en el programa PRISM de Estados Unidos,El periódico del ejército chino condena abruptamente el programa PRISM de EE.UU.
5564,Silvio Berlusconi expulsado del parlamento italiano,Silvio Berlusconi expulsado del Parlamento,0.8,Silvio Berlusconi es expulsado de la cámara legislativa italiana,Silvio Berlusconi es expulsado del parlamento.
5565,Dos muertos en la explosión de un coche en Bahrein,Dos muertos en la explosión de un coche en Bahrein,1.0,Dos personas pierden la vida en la detonación de un vehículo en Bahrein,Dos personas mueren en una explosión de un automóvil en Baréin.
5566,Rusia advierte que responderá si los intereses atacados en Ucrania,"Rusia advierte que ""responderá"" si los intereses en Ucrania atacan",1.0,Rusia amenaza con responder si los intereses son atacados en Ucrania,"Rusia advierte que ""tomará medidas"" si se atacan sus intereses en Ucrania."
5567,El nuevo juicio de Hosni Mubarak se aplaza hasta el 8 de junio,El nuevo juicio de Mubarak se aplaza hasta junio,0.8,El nuevo proceso judicial de Hosni Mubarak se pospone hasta el 8 de junio,El nuevo juicio a Mubarak se aplaza hasta junio.
5568,Los manifestantes de Egipto desafían la amenaza del gabinete de terminar con las sentadas,Los manifestantes de Egipto desafían la amenaza del gabinete,0.8,Los protestantes egipcios desafían la advertencia del gabinete de poner fin a las ocupaciones,Los manifestantes egipcios desafían las amenazas del gobierno.
5569,Una pareja se casa en la primera boda de la Cienciología en el Reino Unido,Una pareja se casa en la primera boda de la Cienciología en Gran Bretaña,1.0,Una pareja contrae matrimonio en la primera ceremonia de la Cienciología en el Reino Unido,Una pareja se casa en la primera boda de la Cienciología en Gran Bretaña.
5570,El emir de Qatar entrega el poder a su hijo,El emir qatarí entrega el poder a su hijo Tamim,0.8,El emir de Qatar cede el mando a su descendiente.,"El soberano de Qatar cede la responsabilidad a su heredero, Tamim."
5571,Se teme que el tifón de Filipinas alcance los 7.000 muertos,El número de muertos por el tifón de Filipinas supera los 5.000,0.6,Se prevé que el taifón en Filipinas cause 7.000 fallecidos.,El tifón en Filipinas causa un saldo de fallecidos superior a los cinco mil.
5572,"Egipto se prepara para el ""Viernes de la ira"" después de la carnicería",Egipto se prepara para el viernes de la ira después de la sangrienta represión,0.8,"Egipto se alista para el ""Viernes de la furia"" tras la masacre.",Egipto se prepara para una jornada de protestas tras la represión violenta.
5573,Los Medias Rojas derrotan a los Tigres 5-2 para avanzar a la Serie Mundial,Los Medias Rojas vencieron a los Tigres para llegar a la Serie Mundial,0.8,Los Medias Rojas vencen a los Tigres con un marcador de 5-2 para acceder a la Serie Mundial.,Los Medias Rojas vencieron a los Tigres para alcanzar la Serie Mundial.
5574,China aterriza en la Luna el robot robot Conejo de Jade,China aterriza un robot rover en la luna,0.8,China logra que el robot Conejo de Jade aterrice en la Luna.,China consigue posar un robot explorador en la superficie lunar.
5575,El parlamento ucraniano destituye al presidente,El parlamento de Ucrania vota para destituir al presidente,0.8,El parlamento ucraniano destituye al mandatario en funciones.,El parlamento ucraniano decide destituir al presidente del país.
5576,Los legisladores de Venezuela se pelean en medio de las tensiones electorales,Los legisladores de Venezuela se pelean por las elecciones,1.0,Los diputados de Venezuela se enzarzan en una riña en medio de las tensiones electorales.,Los representantes del gobierno venezolano discuten acaloradamente sobre las próximas elecciones.
5577,"Corea del Norte advierte a los extranjeros en el sur, aconsejando la evacuación",Corea del Norte advierte a los extranjeros en el Sur para que evacuen,1.0,Corea del Norte aconseja a los extranjeros en el sur que evacúen la zona.,Corea del Norte insta a los extranjeros en Corea del Sur a que abandonen el país.
5578,El capitán del ferry surcoreano hundido fue arrestado,El capitán del transbordador coreano volcado fue arrestado,0.8,El capitán del ferry surcoreano naufragado es detenido.,El capitán del ferri coreano que se volcó ha sido detenido por la policía.
5579,"Los coches, los conductores se zambullen en el río después de Wash. Colapso del puente I-5",Los coches se hunden en el río cuando el puente de los EE.UU. se derrumba,0.6,Los vehículos y sus conductores caen al río tras el derrumbe del puente I-5 en Washington.,Vehículos se precipitan al río a causa del derrumbe de un puente en Estados Unidos.
5580,El número de muertos en Siria supera ya los 100.000,El número de muertos en Siria es de más de 100.000 hasta ahora.,1.0,La cifra de fallecidos en Siria ha sobrepasado ya los 100.000,La cifra de víctimas mortales en Siria supera los 100.000.
5581,"Rebeldes comunistas emboscan a la policía filipina, matan a 7",Los rebeldes comunistas matan a ocho policías filipinos,0.8,"Insurgentes comunistas tienden una emboscada a la policía filipina, causando la muerte de 7",Los insurgentes comunistas causan la muerte a ocho agentes de la policía filipina.
5582,"El egipcio Morsi se enfrenta a un juicio por fuga de prisión y asesinato, según la fiscalía",El egipcio Morsi se enfrenta a un juicio por fuga de prisión,0.6,"El egipcio Morsi afronta un juicio por evasión carcelaria y homicidio, de acuerdo con la fiscalía",El expresidente egipcio Morsi se enfrenta a un proceso judicial por su fuga de la prisión.
5583,Las conversaciones nucleares de Irán entran en su tercer día,Las conversaciones nucleares de Irán entran en un tercer día crucial,1.0,Las negociaciones nucleares de Irán llegan a su tercer día,Las negociaciones nucleares con Irán entran en un tercer día decisivo.
5584,El ejército tailandés declara la ley marcial,"El ejército de Tailandia declara la ley marcial, niega el golpe de estado",0.6,El ejército tailandés proclama la ley marcial,"Las fuerzas armadas de Tailandia imponen la ley marcial, pero niegan un golpe de Estado."
5585,Una mujer muere mientras montaba en la montaña rusa en Texas,Una mujer muere montada en una montaña rusa en el parque de atracciones de Texas,0.8,Una fémina pierde la vida mientras disfrutaba de una montaña rusa en Texas,Una mujer fallece al sufrir un accidente en una montaña rusa en un parque de atracciones de Texas.
5586,La autora del Nobel Doris Lessing muere a los 94 años,La autora ganadora del Premio Nobel Doris Lessing muere,0.8,La ganadora del Nobel Doris Lessing fallece a los 94 años,Fallece la escritora galardonada con el Premio Nobel Doris Lessing.
5587,Más de 100 muertos por el tifón en el centro de Filipinas,Al menos 100 muertos como consecuencia del tifón Filipinas,1.0,Más de 100 personas pierden la vida a causa del tifón en el centro de Filipinas,Las consecuencias del tifón en Filipinas se traducen en un balance de al menos 100 fallecidos.
5588,El primer cajero automático de la oficina de correos de la caja de ahorros se abre en Chennai,El primer cajero automático de la caja de ahorros de la oficina de correos de la India se inauguró en Chennai,0.8,Se inaugura el primer cajero automático de la oficina de correos de la caja de ahorros en Chennai,Inauguración en Chennai del primer cajero automático de la oficina de correos de la caja de ahorros de la India.
5589,Israel acepta un alto el fuego de 12 horas,Israel acuerda una tregua de 24 horas en Gaza,0.6,Israel acepta un cese al fuego de 12 horas,Israel acuerda una suspensión de las hostilidades de 24 horas en la franja de Gaza.
5590,Un terremoto de magnitud 6.2 golpea la costa de Sumatra en Indonesia - USGS,Un terremoto de magnitud 6.9 golpea la isla de Indonesia,0.6,"Un sismo de 6.2 grados sacude las costas de Sumatra, Indonesia - USGS",Un temblor de tierra de 6.9 grados sacudió la isla indonesia.
5591,El doble británico cayó a su muerte en un accidente de traje de alas,Un doble británico muere en un accidente con un traje de alas en los Alpes,0.8,El británico duplicado falleció en un accidente con traje de alas,Un ciudadano británico falleció durante una práctica de vuelo con alas en los Alpes.
5592,¿Qué hace que la India vote? Los debates del Jaipur Lit Fest,¿Qué hace que la India vote? Debate en el Festival de Literatura de Jaipur,1.0,¿Qué impulsa a la India a votar? Los debates del Festival Literario de Jaipur,"En el Festival de Literatura de Jaipur, los panelistas debatían sobre las motivaciones detrás del voto en India."
5593,El diamante blanco rompe el récord en la subasta de Hong Kong,El diamante blanco alcanza el récord de 34 millones de dólares en la subasta de Hong Kong.,0.8,El diamante blanco establece un récord en la subasta de Hong Kong,Una gema blanca alcanzó un precio récord de 34 millones de dólares en una subasta en Hong Kong.
5594,Un satélite chino detecta un objeto grande en el área de búsqueda,Malasia: Un satélite chino encontró un objeto en el océano,0.6,Un satélite chino descubre un objeto grande en la zona de búsqueda,"Un satélite chino detectó un objeto en el océano, según autoridades de Malasia."
5595,Hamas insta a Hizbullah a sacar a los combatientes de Siria,Hamas pide a Hezbollah que saque fuerzas de Siria,1.0,Hamas exhorta a Hizbullah a retirar a los combatientes de Siria,Hamas ha solicitado a Hezbolá la retirada de sus tropas de Siria.
5596,EE.UU. y Rusia llegan a un acuerdo sobre las armas químicas de Siria,China acoge con satisfacción el acuerdo entre EE.UU. y Rusia sobre las armas químicas de Siria,0.6,Estados Unidos y Rusia acuerdan sobre las armas químicas de Siria,China muestra su aprobación al acuerdo entre EE.UU. y Rusia sobre las armas químicas de Siria.
5597,"El PSNI le falló a los oficiales de la RUC, el tribunal dijo",13:23 PSNI 'familias de oficiales fallidos de la RUC'.,0.8,"El PSNI falló a los oficiales de la RUC, según el tribunal",El PSNI se comunica con las familias de los miembros fallecidos de la RUC a las 13:23.
5598,Las existencias se reducen tras las ganancias de la venta al por menor,Las acciones bajan más después de las ganancias de los minoristas,1.0,Las existencias disminuyen tras las ganancias de las ventas minoristas,Las acciones experimentan una caída adicional luego del anuncio de los resultados financieros de las tiendas minoristas.
5599,Un helicóptero de la policía se estrella en un pub escocés,Un helicóptero de la policía se estrella en la parte superior de un bar en Glasgow,0.8,Un helicóptero policial se estrella en un pub escocés,Un helicóptero de la policía se estrelló sobre un local de bebidas en Glasgow.
5600,EE.UU. aumenta la presión sobre Israel mientras la ONU exige una tregua para Gaza,EE.UU. y la ONU presionan a Israel sobre Gaza,0.8,Estados Unidos intensifica la presión sobre Israel mientras la ONU pide un alto el fuego para Gaza,Estados Unidos y las Naciones Unidas están ejerciendo presión sobre Israel por la situación en Gaza.
